user_id,f0_
uid-1623032360867-61912,454
uid-1692152467850-46640,453
uid-1690721606135-16020,453
uid-1693251014907-10909,453
uid-1685060067886-6450,451
uid-1688620885177-72582,451
uid-1692712129681-88314,451
uid-1692496495656-67057,451
uid-1692158386032-96073,451
uid-1693088732116-31489,451
uid-1689623776562-51053,451
uid-1692502759054-26669,450
uid-1692064984340-3893,450
uid-1691623764604-66428,449
uid-1692939772000-68130,449
uid-1689299068046-75104,448
uid-1686006596362-8070,448
uid-1691217418080-11284,448
uid-1690395774888-73151,448
uid-1691209000249-53871,448
uid-1691880475845-71649,447
uid-1692298773449-2957,447
uid-1628451825342-95840,446
uid-1691392484410-96616,446
uid-1692401608769-61247,446
uid-1688668469720-85409,446
uid-1676832457636-60075,446
uid-1677976379345-54944,445
uid-1616798284008-41729,445
uid-1687481684170-46702,444
uid-1688757785300-33419,444
uid-1691876998776-21664,444
uid-1690848788587-77648,443
uid-1692564216617-96087,443
uid-1691398280176-48956,442
uid-1692070899447-33772,442
uid-1671681702983-34761,442
uid-1663348537703-34880,442
uid-1691355010592-56688,441
uid-1691352123985-58599,441
uid-1691612162519-49919,440
uid-1690539469049-6793,440
uid-1689277997724-48527,440
uid-1684014122736-4437,439
uid-1691457130527-753,439
uid-1690740315591-3589,439
uid-1687410454699-34138,439
uid-1690922768036-1145,439
uid-1691193367359-88469,438
uid-1691340812518-31905,438
uid-1692471115145-76930,438
uid-1590176257339-46712,438
uid-1691623612455-68822,438
uid-1677800775008-29096,437
uid-1664587899634-37803,437
uid-1693318529880-98434,437
uid-1658441016635-78721,437
uid-1693102590611-32676,436
uid-1689224172292-5054,436
uid-1691009113395-2027,436
uid-1692258788208-12595,435
uid-1690899960292-1188,435
uid-1692480957116-4358,435
uid-1693186132651-25066,434
uid-1597792742090-32498,434
uid-1691611755297-45063,434
uid-1691261719597-56902,434
uid-1691782600741-99049,434
uid-1691425895898-27048,434
uid-1691908371569-86801,433
uid-1691703937006-31586,433
uid-1691552679972-43894,433
uid-1692406109492-46197,433
uid-1690596323016-54676,432
uid-1653086730391-43580,432
uid-1692325247620-54815,432
uid-1688917153094-5184,432
uid-1692744256424-15278,432
uid-1691282726481-8279,432
uid-1691974712245-56106,431
uid-1691247927425-62063,431
uid-1690898559897-23840,431
uid-1685416659615-52378,430
uid-1692393867875-88735,430
uid-1693104246370-52796,430
uid-1680478697477-31319,430
uid-1691910953418-59327,430
uid-1690998589013-62398,430
uid-1661712668399-11034,429
uid-1690871306538-8976,429
uid-1691714835782-29425,428
uid-1690468934930-23158,428
uid-1691108369466-7891,428
uid-1691196435397-16319,428
uid-1685656582987-2937,427
uid-1691801777639-6292,427
uid-1688756512980-58494,427
uid-1692152153123-98524,427
uid-1691720668502-81374,427
uid-1692205131989-31926,426
uid-1691344993282-76947,426
uid-1691798109278-79308,426
uid-1685645078491-53722,425
uid-1660503091525-47036,425
uid-1616514992559-95087,424
uid-1653158232902-36039,423
uid-1616613537536-55272,423
uid-1612157472862-53468,422
uid-1692495679444-57858,422
uid-1650151272792-67285,422
uid-1682876311875-69231,422
uid-1691818150417-95193,421
uid-1692760359916-44743,420
uid-1665328602871-98382,420
uid-1691087272881-19278,420
uid-1693333505889-434,419
uid-1691893123019-90282,419
uid-1690914445970-64191,419
uid-1692224555615-55402,419
uid-1616611054968-99649,419
uid-1690844926775-68667,419
uid-1688173119002-23930,419
uid-1693379287351-84210,418
uid-1693172264164-75680,417
uid-1634692561876-21661,417
uid-1691682368369-72966,417
uid-1692737172889-55026,417
uid-1691722645292-87808,417
uid-1691960719513-49854,416
uid-1690220588248-87697,415
uid-1688752049106-33764,415
uid-1691370762206-79830,415
uid-1673722368424-56575,415
uid-1692036416700-5364,414
uid-1690291062165-17770,414
uid-1693079902639-32474,414
uid-1692627847764-17818,414
uid-1691786746301-76836,413
uid-1691631498639-93336,413
uid-1675108169942-57386,413
uid-1691799037720-52878,413
uid-1692302988417-10178,412
uid-1692725281942-83499,412
uid-1622583236019-31310,411
uid-1692408809853-80359,411
uid-1691652145414-46703,410
uid-1693366956368-96943,410
uid-1691540436482-84557,410
uid-1691018940183-43828,410
uid-1691856775699-34670,410
uid-1675369073652-91759,409
uid-1667078345888-83031,409
uid-1677012701861-35548,408
uid-1691038944330-89139,408
uid-1691975591783-43134,408
uid-1691200249759-38324,408
uid-1691520048019-41196,408
uid-1692500167244-14235,407
uid-1692726137510-93528,407
uid-1688861610980-72216,407
uid-1692325303748-57946,407
uid-1691541173767-90309,406
uid-1685214312149-60825,406
uid-1692763474746-15051,406
uid-1691430178886-79283,406
uid-1671895913510-58999,406
uid-1691722213738-19195,405
uid-1609010254395-50200,405
uid-1690420152586-65018,405
uid-1683401673212-17570,405
uid-1686269490212-28437,405
uid-1622511711866-90129,404
uid-1689730392932-92412,404
uid-1674937169938-92351,404
uid-1692369833686-91541,404
uid-1691237322876-12132,404
uid-1691903223195-69828,404
uid-1687732012241-81234,403
uid-1676159684891-16632,401
uid-1691699992265-6516,401
uid-1672374595076-30382,401
uid-1622739705455-99332,401
uid-1692617344332-271,400
uid-1693270106662-28424,400
uid-1692737501311-51193,400
uid-1691307066859-59271,400
uid-1638777084268-320,400
uid-1691941947873-62718,400
uid-1688183508315-99958,400
uid-1693099006338-52106,399
uid-1690673143826-59292,398
uid-1692636127322-3179,397
uid-1693105233147-60533,397
uid-1691715209991-52502,397
uid-1692719250261-59069,397
uid-1683404311474-53987,396
uid-1689971451788-15927,396
uid-1687930295390-40749,396
uid-1687903005988-2641,396
uid-1691110986528-2892,395
uid-1692390395535-64359,395
uid-1673056614092-79365,395
uid-1690011867675-94655,395
uid-1691452701914-97234,395
uid-1693097521121-47570,395
uid-1692489914500-77702,395
uid-1689810285471-39052,393
uid-1692418177282-42999,393
uid-1689685412824-62176,393
uid-1691632358547-88755,392
uid-1687911267499-64952,392
uid-1691889210320-24582,392
uid-1691050691735-97207,392
uid-1691460243746-3938,392
uid-1693233301755-14253,392
uid-1691986190268-22259,392
uid-1691880461330-62260,392
uid-1690340994998-17861,392
uid-1692676899023-50955,391
uid-1692665200279-48382,391
uid-1690868536732-76842,391
uid-1691801689266-56223,390
uid-1690161363224-90309,390
uid-1675428437869-57753,390
uid-1669131294897-18425,390
uid-1693010070279-24058,390
uid-1691422440975-89894,389
uid-1692411026843-97910,389
uid-1684704702940-53720,389
uid-1693330213712-51870,389
uid-1693170557669-57401,388
uid-1693252408029-53940,388
uid-1665187890404-83998,388
uid-1691023053812-23565,388
uid-1690718448577-67581,388
uid-1691618363279-67678,387
uid-1665517804002-36363,387
uid-1644849188145-9351,387
uid-1602351785416-30070,386
uid-1681974653054-17399,386
uid-1690413397133-37890,386
uid-1668057103756-26563,386
uid-1691630878161-67551,386
uid-1691783164305-82705,386
uid-1691940186537-76730,385
uid-1691533085571-71370,385
uid-1690568140915-65322,385
uid-1679598847955-1993,385
uid-1692943539254-22723,384
uid-1692481178434-88149,384
uid-1692390016843-94589,384
uid-1690693833916-86795,383
uid-1691625395699-8798,383
uid-1690103458981-67085,383
uid-1691974640612-33013,383
uid-1693032521462-24088,382
uid-1691296247542-59827,382
uid-1596313275973-38355,382
uid-1589932616615-89967,382
uid-1690762013079-99884,382
uid-1692390848074-83182,382
uid-1691167668787-32304,381
uid-1691244739727-21939,381
uid-1690570008854-28839,381
uid-1643454412179-13255,381
uid-1692124127609-68623,381
uid-1691704492025-57205,381
uid-1691382884336-38012,381
uid-1690868168254-92548,380
uid-1689351286602-65971,380
uid-1692835803938-27192,380
uid-1692207035237-47656,380
uid-1620887179373-73545,379
uid-1692019351418-48377,379
uid-1692437925372-56291,379
uid-1692851978355-13914,379
uid-1679008786847-78813,378
uid-1693425816769-70892,378
uid-1596348094194-16583,378
uid-1692726039831-62160,378
uid-1692755106922-87225,378
uid-1689696593723-49385,378
uid-1692756215418-31649,378
uid-1692290989885-72371,377
uid-1690783072993-99619,377
uid-1692467442024-23365,377
uid-1691782609138-15147,377
uid-1691738276512-7011,377
uid-1690071135313-64877,375
uid-1658838288322-3074,375
uid-1691556446054-72969,375
uid-1693454273779-16658,375
uid-1693429420992-70735,375
uid-1691424665251-66978,374
uid-1691085638376-6308,374
uid-1692592413716-88276,374
uid-1688271986787-34282,374
uid-1691346417864-72680,374
uid-1691621186054-19374,374
uid-1692571652111-32223,373
uid-1692075156646-20276,373
uid-1691024887447-64192,373
uid-1692141981737-20525,373
uid-1688949501875-68425,373
uid-1689467184844-28695,373
uid-1691876380995-42150,372
uid-1679254059379-15114,372
uid-1691011735186-41531,372
uid-1690928132663-74189,372
uid-1693158658061-60208,372
uid-1690342205985-10345,371
uid-1691816165441-42560,370
uid-1692555756714-86049,370
uid-1691294648880-70705,370
uid-1690844618696-47656,370
uid-1690638529236-64136,370
uid-1693058266868-43806,370
uid-1691178160143-3622,370
uid-1692498621658-54355,369
uid-1691871256677-49574,369
uid-1689991258479-9822,369
uid-1671868412873-5044,369
uid-1692749680579-56415,369
uid-1596150916077-47991,368
uid-1690962555996-23573,368
uid-1693365265485-24140,367
uid-1692712066249-9218,367
uid-1691898451555-96458,367
uid-1689652420328-40785,367
uid-1689009027641-23841,367
uid-1692166593878-14895,367
uid-1692950566469-38793,367
uid-1693429726494-46141,367
uid-1687655635749-93969,366
uid-1693184136466-39370,366
uid-1657395818296-50399,366
uid-1691522974107-48960,365
uid-1692142066377-82548,365
uid-1692673545834-7181,365
uid-1692333720798-58298,365
uid-1663959390060-22455,365
uid-1680915020256-68094,364
uid-1691637409302-88034,364
uid-1692986205466-42079,364
uid-1692691491399-63809,364
